Continent,Location,Date,Population,New_vaccinations,RollingCountVaccinated,f0_
Asia,Afghanistan,2020-03-10T00:00:00,39835428,,,
Asia,Afghanistan,2020-07-08T00:00:00,39835428,,,
Asia,Afghanistan,2020-07-11T00:00:00,39835428,,,
Asia,Afghanistan,2020-08-02T00:00:00,39835428,,,
Asia,Afghanistan,2020-08-18T00:00:00,39835428,,,
Asia,Afghanistan,2020-09-02T00:00:00,39835428,,,
Asia,Afghanistan,2020-09-03T00:00:00,39835428,,,
Asia,Afghanistan,2020-09-08T00:00:00,39835428,,,
Asia,Afghanistan,2020-10-30T00:00:00,39835428,,,
Asia,Afghanistan,2020-11-18T00:00:00,39835428,,,
Asia,Afghanistan,2020-12-04T00:00:00,39835428,,,
Asia,Afghanistan,2021-01-02T00:00:00,39835428,,,
Asia,Afghanistan,2021-02-07T00:00:00,39835428,,,
Asia,Afghanistan,2021-02-10T00:00:00,39835428,,,
Asia,Afghanistan,2021-03-02T00:00:00,39835428,,,
Asia,Afghanistan,2021-03-31T00:00:00,39835428,,,
Asia,Afghanistan,2021-04-30T00:00:00,39835428,,,
Asia,Afghanistan,2021-08-28T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2021-10-08T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2021-11-25T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2021-12-15T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2021-12-19T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2022-01-19T00:00:00,39835428,,6874,0.017256
Asia,Afghanistan,2022-02-27T00:00:00,39835428,,13742,0.0344969
Asia,Afghanistan,2022-04-13T00:00:00,39835428,,13742,0.0344969
Asia,Afghanistan,2022-06-02T00:00:00,39835428,,14125,0.0354584
Europe,Albania,2020-03-27T00:00:00,2872934,,,
Europe,Albania,2020-04-29T00:00:00,2872934,,,
Europe,Albania,2020-04-30T00:00:00,2872934,,,
Europe,Albania,2020-06-08T00:00:00,2872934,,,
Europe,Albania,2020-07-05T00:00:00,2872934,,,
Europe,Albania,2020-11-25T00:00:00,2872934,,,
Europe,Albania,2020-12-16T00:00:00,2872934,,,
Europe,Albania,2020-12-30T00:00:00,2872934,,,
Europe,Albania,2021-03-10T00:00:00,2872934,,2897,0.1008377
Europe,Albania,2021-05-21T00:00:00,2872934,5103,529419,18.4278163
Europe,Albania,2021-07-21T00:00:00,2872934,13029,794015,27.6377738
Europe,Albania,2021-10-12T00:00:00,2872934,6634,1218373,42.4086665
Europe,Albania,2021-10-27T00:00:00,2872934,,1259094,43.8260677
Europe,Albania,2022-01-02T00:00:00,2872934,,1378369,47.9777468
Europe,Albania,2022-02-18T00:00:00,2872934,,1415150,49.2580059
Europe,Albania,2022-03-07T00:00:00,2872934,,1415150,49.2580059
Africa,Algeria,2020-03-01T00:00:00,44616626,,,
Africa,Algeria,2020-03-02T00:00:00,44616626,,,
Africa,Algeria,2020-03-31T00:00:00,44616626,,,
Africa,Algeria,2020-04-07T00:00:00,44616626,,,
Africa,Algeria,2020-04-24T00:00:00,44616626,,,
Africa,Algeria,2020-05-26T00:00:00,44616626,,,
Africa,Algeria,2020-07-01T00:00:00,44616626,,,
Africa,Algeria,2020-07-09T00:00:00,44616626,,,
Africa,Algeria,2020-07-14T00:00:00,44616626,,,
Africa,Algeria,2020-08-21T00:00:00,44616626,,,
Africa,Algeria,2020-12-14T00:00:00,44616626,,,
Africa,Algeria,2021-02-20T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-02-23T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-03-07T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-04-19T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-06-28T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-07-08T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-07-18T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-09-27T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-11-02T00:00:00,44616626,,30,0.0000672
Africa,Algeria,2021-12-12T00:00:00,44616626,,170786,0.3827856
Africa,Algeria,2022-03-10T00:00:00,44616626,,170786,0.3827856
Africa,Algeria,2022-04-04T00:00:00,44616626,,170786,0.3827856
Europe,Andorra,2020-03-05T00:00:00,77354,,,
Europe,Andorra,2020-07-17T00:00:00,77354,,,
Europe,Andorra,2020-08-26T00:00:00,77354,,,
Europe,Andorra,2020-11-09T00:00:00,77354,,,
Europe,Andorra,2020-11-29T00:00:00,77354,,,
Europe,Andorra,2020-12-10T00:00:00,77354,,,
Europe,Andorra,2020-12-28T00:00:00,77354,,,
Europe,Andorra,2021-01-09T00:00:00,77354,,,
Europe,Andorra,2021-01-21T00:00:00,77354,,,
Europe,Andorra,2021-02-01T00:00:00,77354,,,
Europe,Andorra,2021-04-23T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-07-30T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-08-11T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-08-17T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-08-26T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-10-12T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2021-10-18T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2022-02-02T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2022-02-18T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2022-03-27T00:00:00,77354,,4802,6.2078238
Europe,Andorra,2022-05-24T00:00:00,77354,,4802,6.2078238
Africa,Angola,2020-06-11T00:00:00,33933611,,,
Africa,Angola,2020-09-24T00:00:00,33933611,,,
Africa,Angola,2020-10-13T00:00:00,33933611,,,
Africa,Angola,2020-10-18T00:00:00,33933611,,,
Africa,Angola,2021-03-14T00:00:00,33933611,,,
Africa,Angola,2021-05-14T00:00:00,33933611,,,
Africa,Angola,2021-05-28T00:00:00,33933611,,,
Africa,Angola,2021-06-21T00:00:00,33933611,,,
Africa,Angola,2021-06-22T00:00:00,33933611,,,
Africa,Angola,2021-07-09T00:00:00,33933611,,,
Africa,Angola,2021-07-27T00:00:00,33933611,,,
Africa,Angola,2021-09-24T00:00:00,33933611,,,
Africa,Angola,2021-11-03T00:00:00,33933611,,,
Africa,Angola,2022-01-01T00:00:00,33933611,,,
Africa,Angola,2022-01-16T00:00:00,33933611,,,
Africa,Angola,2022-02-27T00:00:00,33933611,,,
Africa,Angola,2022-03-01T00:00:00,33933611,,,
Africa,Angola,2022-03-08T00:00:00,33933611,,,
Africa,Angola,2022-03-20T00:00:00,33933611,,,
Africa,Angola,2022-06-03T00:00:00,33933611,,,
North America,Anguilla,2020-04-25T00:00:00,15125,,,
North America,Anguilla,2020-05-02T00:00:00,15125,,,
North America,Anguilla,2020-05-17T00:00:00,15125,,,
North America,Anguilla,2020-09-23T00:00:00,15125,,,
North America,Anguilla,2020-11-06T00:00:00,15125,,,
North America,Anguilla,2020-12-14T00:00:00,15125,,,
North America,Anguilla,2021-02-01T00:00:00,15125,,,
North America,Anguilla,2021-03-17T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2021-07-17T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2021-09-25T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2021-10-24T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2022-01-11T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2022-03-13T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2022-03-19T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2022-03-20T00:00:00,15125,,1421,9.3950413
North America,Anguilla,2022-04-16T00:00:00,15125,,1421,9.3950413
North America,Antigua and Barbuda,2020-04-28T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-05-06T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-06-14T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-09-06T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-09-29T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-10-03T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-10-21T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-11-08T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-12-06T00:00:00,98728,,,
North America,Antigua and Barbuda,2020-12-19T00:00:00,98728,,,
North America,Antigua and Barbuda,2021-03-20T00:00:00,98728,,,
North America,Antigua and Barbuda,2021-08-19T00:00:00,98728,,7675,7.7738838
North America,Antigua and Barbuda,2021-10-03T00:00:00,98728,,8107,8.2114496
North America,Antigua and Barbuda,2021-12-26T00:00:00,98728,,8107,8.2114496
North America,Antigua and Barbuda,2021-12-30T00:00:00,98728,,8107,8.2114496
North America,Antigua and Barbuda,2022-02-10T00:00:00,98728,,8107,8.2114496
North America,Antigua and Barbuda,2022-02-28T00:00:00,98728,,8107,8.2114496
North America,Antigua and Barbuda,2022-04-11T00:00:00,98728,,8412,8.5203792
South America,Argentina,2020-01-14T00:00:00,45605823,,,
South America,Argentina,2020-02-01T00:00:00,45605823,,,
South America,Argentina,2020-02-21T00:00:00,45605823,,,
South America,Argentina,2020-03-31T00:00:00,45605823,,,
South America,Argentina,2020-04-10T00:00:00,45605823,,,
South America,Argentina,2020-06-25T00:00:00,45605823,,,
South America,Argentina,2020-06-30T00:00:00,45605823,,,
South America,Argentina,2020-07-20T00:00:00,45605823,,,
South America,Argentina,2020-10-09T00:00:00,45605823,,,
South America,Argentina,2020-11-18T00:00:00,45605823,,,
South America,Argentina,2020-12-13T00:00:00,45605823,,,
South America,Argentina,2021-02-28T00:00:00,45605823,6121,1253901,2.7494318
South America,Argentina,2021-03-11T00:00:00,45605823,186827,2335129,5.1202431
South America,Argentina,2021-08-08T00:00:00,45605823,161682,35801679,78.5024294
South America,Argentina,2021-08-13T00:00:00,45605823,416657,37784562,82.8503018
South America,Argentina,2021-08-30T00:00:00,45605823,417676,43582304,95.5630249
South America,Argentina,2021-10-16T00:00:00,45605823,253782,56865372,124.6888407
South America,Argentina,2022-02-12T00:00:00,45605823,123515,91737806,201.1537123
South America,Argentina,2022-02-21T00:00:00,45605823,203651,93251695,204.4732204
South America,Argentina,2022-05-01T00:00:00,45605823,1007,99076998,217.2463766
Asia,Armenia,2020-04-12T00:00:00,2968128,,,
Asia,Armenia,2020-09-13T00:00:00,2968128,,,
Asia,Armenia,2020-11-13T00:00:00,2968128,,,
Asia,Armenia,2020-11-30T00:00:00,2968128,,,
Asia,Armenia,2020-12-13T00:00:00,2968128,,,
Asia,Armenia,2021-01-09T00:00:00,2968128,,,
Asia,Armenia,2021-04-26T00:00:00,2968128,,,
Asia,Armenia,2021-05-19T00:00:00,2968128,,,
Asia,Armenia,2021-07-24T00:00:00,2968128,,,
Asia,Armenia,2021-07-26T00:00:00,2968128,,,
Asia,Armenia,2021-08-01T00:00:00,2968128,,,
Asia,Armenia,2021-08-20T00:00:00,2968128,,,
Asia,Armenia,2021-12-04T00:00:00,2968128,,,
Asia,Armenia,2022-01-23T00:00:00,2968128,,,
Asia,Armenia,2022-03-29T00:00:00,2968128,,,
North America,Aruba,2020-03-13T00:00:00,107195,,,
North America,Aruba,2020-03-27T00:00:00,107195,,,
North America,Aruba,2020-07-12T00:00:00,107195,,,
North America,Aruba,2020-08-14T00:00:00,107195,,,
North America,Aruba,2020-09-06T00:00:00,107195,,,
North America,Aruba,2020-09-10T00:00:00,107195,,,
North America,Aruba,2020-09-12T00:00:00,107195,,,
North America,Aruba,2020-11-28T00:00:00,107195,,,
North America,Aruba,2020-12-28T00:00:00,107195,,,
North America,Aruba,2021-02-01T00:00:00,107195,,,
North America,Aruba,2021-05-28T00:00:00,107195,782,64533,60.2015019
North America,Aruba,2021-07-13T00:00:00,107195,371,81928,76.4289379
North America,Aruba,2022-02-26T00:00:00,107195,,109099,101.7762022
North America,Aruba,2022-03-17T00:00:00,107195,53,109632,102.2734269
Oceania,Australia,2020-06-17T00:00:00,25788217,,,
Oceania,Australia,2020-07-08T00:00:00,25788217,,,
Oceania,Australia,2020-07-26T00:00:00,25788217,,,
Oceania,Australia,2020-09-13T00:00:00,25788217,,,
Oceania,Australia,2020-10-08T00:00:00,25788217,,,
Oceania,Australia,2020-11-04T00:00:00,25788217,,,
Oceania,Australia,2020-12-12T00:00:00,25788217,,,
Oceania,Australia,2020-12-21T00:00:00,25788217,,,
Oceania,Australia,2021-01-16T00:00:00,25788217,,,
Oceania,Australia,2021-02-17T00:00:00,25788217,,,
Oceania,Australia,2021-06-18T00:00:00,25788217,130810,6491456,25.1721784
Oceania,Australia,2021-08-25T00:00:00,25788217,333993,18052273,70.0020207
Oceania,Australia,2021-09-14T00:00:00,25788217,301560,23402451,90.7486198
Oceania,Australia,2021-11-04T00:00:00,25788217,194415,36379057,141.0685237
Oceania,Australia,2021-11-11T00:00:00,25788217,161921,37383935,144.9651793
Oceania,Australia,2021-11-13T00:00:00,25788217,90364,37634403,145.936429
Oceania,Australia,2021-11-25T00:00:00,25788217,105906,38906954,150.8710509
Oceania,Australia,2021-12-08T00:00:00,25788217,95133,39922665,154.8097141
Oceania,Australia,2022-01-17T00:00:00,25788217,327447,46030302,178.4935422
Oceania,Australia,2022-01-28T00:00:00,25788217,306420,49012283,190.0568892
Oceania,Australia,2022-02-26T00:00:00,25788217,66601,53601192,207.851485
Oceania,Australia,2022-04-01T00:00:00,25788217,59265,56090346,217.503777
Oceania,Australia,2022-04-03T00:00:00,25788217,19736,56149948,217.7348981
Europe,Austria,2020-03-14T00:00:00,9043072,,,
Europe,Austria,2020-03-31T00:00:00,9043072,,,
Europe,Austria,2020-05-10T00:00:00,9043072,,,
Europe,Austria,2020-05-20T00:00:00,9043072,,,
Europe,Austria,2020-08-16T00:00:00,9043072,,,
Europe,Austria,2020-09-02T00:00:00,9043072,,,
Europe,Austria,2020-12-28T00:00:00,9043072,,,
Europe,Austria,2021-01-15T00:00:00,9043072,,,
Europe,Austria,2021-02-07T00:00:00,9043072,,,
Europe,Austria,2021-02-09T00:00:00,9043072,,,
Europe,Austria,2021-05-02T00:00:00,9043072,,,
Europe,Austria,2021-06-09T00:00:00,9043072,,,
Europe,Austria,2021-06-17T00:00:00,9043072,,,
Europe,Austria,2021-06-24T00:00:00,9043072,,,
Europe,Austria,2021-08-01T00:00:00,9043072,,,
Europe,Austria,2021-11-13T00:00:00,9043072,,,
Europe,Austria,2022-01-24T00:00:00,9043072,,,
Europe,Austria,2022-02-04T00:00:00,9043072,,,
Europe,Austria,2022-03-08T00:00:00,9043072,,,
Europe,Austria,2022-04-12T00:00:00,9043072,,,
Europe,Austria,2022-04-29T00:00:00,9043072,,,
Asia,Azerbaijan,2020-04-25T00:00:00,10223344,,,
Asia,Azerbaijan,2020-04-29T00:00:00,10223344,,,
Asia,Azerbaijan,2020-10-15T00:00:00,10223344,,,
Asia,Azerbaijan,2021-03-01T00:00:00,10223344,,,
Asia,Azerbaijan,2021-04-10T00:00:00,10223344,41827,339276,3.3186402
Asia,Azerbaijan,2021-05-16T00:00:00,10223344,17623,961371,9.4036844
Asia,Azerbaijan,2021-08-15T00:00:00,10223344,54890,4626705,45.2562782
Asia,Azerbaijan,2021-09-18T00:00:00,10223344,,6204452,60.6890661
Asia,Azerbaijan,2021-10-25T00:00:00,10223344,366,7268744,71.0994759
Asia,Azerbaijan,2021-11-09T00:00:00,10223344,11197,7604536,74.3840372
Asia,Azerbaijan,2022-02-01T00:00:00,10223344,38362,9583060,93.7370395
North America,Bahamas,2020-04-11T00:00:00,396914,,,
North America,Bahamas,2020-06-02T00:00:00,396914,,,
North America,Bahamas,2020-07-26T00:00:00,396914,,,
North America,Bahamas,2020-08-16T00:00:00,396914,,,
North America,Bahamas,2020-09-01T00:00:00,396914,,,
North America,Bahamas,2020-12-07T00:00:00,396914,,,
North America,Bahamas,2020-12-15T00:00:00,396914,,,
North America,Bahamas,2021-02-03T00:00:00,396914,,,
North America,Bahamas,2021-02-21T00:00:00,396914,,,
North America,Bahamas,2021-04-09T00:00:00,396914,,110,0.0277138
North America,Bahamas,2021-08-05T00:00:00,396914,,2487,0.6265841
North America,Bahamas,2021-08-09T00:00:00,396914,,2487,0.6265841
North America,Bahamas,2021-09-20T00:00:00,396914,,2487,0.6265841
North America,Bahamas,2021-09-22T00:00:00,396914,,2487,0.6265841
North America,Bahamas,2021-12-02T00:00:00,396914,,2487,0.6265841
North America,Bahamas,2022-03-10T00:00:00,396914,,9258,2.3324952
North America,Bahamas,2022-03-14T00:00:00,396914,,9258,2.3324952
North America,Bahamas,2022-05-17T00:00:00,396914,,9258,2.3324952
North America,Bahamas,2022-05-26T00:00:00,396914,,9258,2.3324952
North America,Bahamas,2022-06-02T00:00:00,396914,,9258,2.3324952
North America,Bahamas,2022-06-03T00:00:00,396914,,9258,2.3324952
Asia,Bahrain,2020-03-10T00:00:00,1748295,,,
Asia,Bahrain,2020-06-20T00:00:00,1748295,,,
Asia,Bahrain,2020-10-07T00:00:00,1748295,,,
Asia,Bahrain,2020-10-17T00:00:00,1748295,,,
Asia,Bahrain,2020-12-12T00:00:00,1748295,,,
Asia,Bahrain,2021-03-19T00:00:00,1748295,12805,179043,10.2410062
Asia,Bahrain,2021-07-22T00:00:00,1748295,4928,1809683,103.5113067
Asia,Bahrain,2021-08-18T00:00:00,1748295,2355,1988652,113.7480803
Asia,Bahrain,2021-09-03T00:00:00,1748295,2316,2052066,117.3752713
Asia,Bahrain,2021-09-18T00:00:00,1748295,1604,2088192,119.4416274
Asia,Bahrain,2021-10-11T00:00:00,1748295,8943,2221867,127.0876483
Asia,Bahrain,2021-11-02T00:00:00,1748295,5791,2333048,133.4470441
Asia,Bahrain,2021-11-07T00:00:00,1748295,4674,2352817,134.5778029
Asia,Bahrain,2021-11-23T00:00:00,1748295,7045,2423935,138.6456519
Asia,Bahrain,2022-01-26T00:00:00,1748295,2716,2896270,165.6625455
Asia,Bahrain,2022-05-02T00:00:00,1748295,,2928194,167.4885531
Asia,Bangladesh,2020-04-29T00:00:00,166303494,,,
Asia,Bangladesh,2020-06-02T00:00:00,166303494,,,
Asia,Bangladesh,2020-08-06T00:00:00,166303494,,,
Asia,Bangladesh,2020-08-29T00:00:00,166303494,,,
Asia,Bangladesh,2020-09-17T00:00:00,166303494,,,
Asia,Bangladesh,2020-09-27T00:00:00,166303494,,,
Asia,Bangladesh,2021-06-29T00:00:00,166303494,1581,4120877,2.4779257
Asia,Bangladesh,2022-01-31T00:00:00,166303494,,84161725,50.6073102
Asia,Bangladesh,2022-02-03T00:00:00,166303494,,84161725,50.6073102
Asia,Bangladesh,2022-03-14T00:00:00,166303494,704106,92704504,55.744171
Asia,Bangladesh,2022-03-20T00:00:00,166303494,1040439,95539306,57.4487665
Asia,Bangladesh,2022-04-09T00:00:00,166303494,,119518303,71.8675839
North America,Barbados,2021-01-02T00:00:00,287708,,,
North America,Barbados,2021-01-27T00:00:00,287708,,,
North America,Barbados,2021-03-04T00:00:00,287708,1583,41952,14.5814506
North America,Barbados,2021-04-03T00:00:00,287708,,59189,20.5725944
North America,Barbados,2021-04-05T00:00:00,287708,,59189,20.5725944
North America,Barbados,2021-04-21T00:00:00,287708,216,66596,23.1470797
North America,Barbados,2021-05-08T00:00:00,287708,1468,102616,35.6667176
North America,Barbados,2021-05-11T00:00:00,287708,2052,107488,37.3601012
North America,Barbados,2021-06-17T00:00:00,287708,2073,148463,51.6019714
North America,Barbados,2021-06-23T00:00:00,287708,793,154099,53.560902
North America,Barbados,2021-09-19T00:00:00,287708,936,208944,72.6236323
North America,Barbados,2021-10-24T00:00:00,287708,721,248103,86.234307
North America,Barbados,2021-11-10T00:00:00,287708,445,261427,90.8653913
North America,Barbados,2022-03-07T00:00:00,287708,67,287177,99.8154379
North America,Barbados,2022-04-22T00:00:00,287708,69,289468,100.6117313
North America,Barbados,2022-04-29T00:00:00,287708,48,289729,100.7024483
North America,Barbados,2022-05-18T00:00:00,287708,130,290561,100.9916304
North America,Barbados,2022-05-28T00:00:00,287708,19,290813,101.0792192
North America,Barbados,2022-05-29T00:00:00,287708,35,290848,101.0913843
Europe,Belarus,2020-03-17T00:00:00,9442867,,,
Europe,Belarus,2020-08-06T00:00:00,9442867,,,
Europe,Belarus,2021-02-07T00:00:00,9442867,,,
Europe,Belarus,2021-03-16T00:00:00,9442867,,,
Europe,Belarus,2021-03-23T00:00:00,9442867,,,
Europe,Belarus,2021-05-01T00:00:00,9442867,,,
Europe,Belarus,2021-07-02T00:00:00,9442867,,,
Europe,Belarus,2021-08-16T00:00:00,9442867,,,
Europe,Belarus,2021-11-23T00:00:00,9442867,,,
Europe,Belarus,2021-12-02T00:00:00,9442867,,,
Europe,Belarus,2022-01-22T00:00:00,9442867,,,
Europe,Belarus,2022-02-14T00:00:00,9442867,,,
Europe,Belarus,2022-05-19T00:00:00,9442867,,,
Europe,Belgium,2020-02-20T00:00:00,11632334,,,
Europe,Belgium,2020-03-08T00:00:00,11632334,,,
Europe,Belgium,2020-03-10T00:00:00,11632334,,,
Europe,Belgium,2020-03-12T00:00:00,11632334,,,
Europe,Belgium,2020-03-28T00:00:00,11632334,,,
Europe,Belgium,2020-06-17T00:00:00,11632334,,,
Europe,Belgium,2020-11-07T00:00:00,11632334,,,
Europe,Belgium,2020-11-11T00:00:00,11632334,,,
Europe,Belgium,2021-01-23T00:00:00,11632334,8538,249809,2.1475398
Europe,Belgium,2021-04-26T00:00:00,11632334,63898,3647006,31.352315
Europe,Belgium,2021-09-02T00:00:00,11632334,17320,16357140,140.6178674
Europe,Belgium,2021-09-14T00:00:00,11632334,5172,16525608,142.0661408
Europe,Belgium,2021-10-25T00:00:00,11632334,16411,17482829,150.2951084
Europe,Belgium,2021-10-26T00:00:00,11632334,30355,17513184,150.5560621
Europe,Belgium,2022-04-17T00:00:00,11632334,10,25300841,217.5044234
North America,Belize,2020-07-11T00:00:00,404915,,,
North America,Belize,2020-10-11T00:00:00,404915,,,
North America,Belize,2020-11-07T00:00:00,404915,,,
North America,Belize,2021-03-15T00:00:00,404915,,6557,1.6193522
North America,Belize,2021-03-19T00:00:00,404915,1856,11978,2.9581517
North America,Belize,2021-05-09T00:00:00,404915,,22825,5.6369855
North America,Belize,2021-08-14T00:00:00,404915,,98078,24.2218737
North America,Belize,2021-09-07T00:00:00,404915,1961,102973,25.4307694
North America,Belize,2022-01-10T00:00:00,404915,,122692,30.3006804
North America,Belize,2022-01-18T00:00:00,404915,,122692,30.3006804
North America,Belize,2022-03-27T00:00:00,404915,,122692,30.3006804
Africa,Benin,2020-06-14T00:00:00,12451031,,,
Africa,Benin,2020-06-16T00:00:00,12451031,,,
Africa,Benin,2020-06-28T00:00:00,12451031,,,
Africa,Benin,2020-07-26T00:00:00,12451031,,,
Africa,Benin,2020-08-29T00:00:00,12451031,,,
Africa,Benin,2020-09-06T00:00:00,12451031,,,
Africa,Benin,2021-02-18T00:00:00,12451031,,,
Africa,Benin,2021-07-02T00:00:00,12451031,,,
Africa,Benin,2021-08-03T00:00:00,12451031,,,
Africa,Benin,2021-09-08T00:00:00,12451031,,,
Africa,Benin,2021-09-28T00:00:00,12451031,,,
Africa,Benin,2021-10-10T00:00:00,12451031,,,
Africa,Benin,2021-10-13T00:00:00,12451031,,,
Africa,Benin,2021-10-21T00:00:00,12451031,,,
Africa,Benin,2021-10-28T00:00:00,12451031,,,
Africa,Benin,2021-11-07T00:00:00,12451031,,,
Africa,Benin,2021-12-01T00:00:00,12451031,,,
Africa,Benin,2022-01-26T00:00:00,12451031,,,
Africa,Benin,2022-02-28T00:00:00,12451031,,,
Africa,Benin,2022-03-26T00:00:00,12451031,,,
North America,Bermuda,2020-03-30T00:00:00,62092,,,
North America,Bermuda,2020-05-19T00:00:00,62092,,,
North America,Bermuda,2020-05-29T00:00:00,62092,,,
North America,Bermuda,2020-09-07T00:00:00,62092,,,
North America,Bermuda,2020-11-06T00:00:00,62092,,,
North America,Bermuda,2020-11-07T00:00:00,62092,,,
North America,Bermuda,2021-01-11T00:00:00,62092,,,
North America,Bermuda,2021-02-26T00:00:00,62092,,,
North America,Bermuda,2021-04-09T00:00:00,62092,,,
North America,Bermuda,2021-05-03T00:00:00,62092,,,
North America,Bermuda,2021-05-23T00:00:00,62092,,,
North America,Bermuda,2021-06-30T00:00:00,62092,,,
North America,Bermuda,2021-07-12T00:00:00,62092,,,
North America,Bermuda,2021-08-18T00:00:00,62092,,,
North America,Bermuda,2021-08-24T00:00:00,62092,,,
North America,Bermuda,2022-01-23T00:00:00,62092,,,
North America,Bermuda,2022-03-19T00:00:00,62092,,,
North America,Bermuda,2022-04-23T00:00:00,62092,,,
Asia,Bhutan,2020-03-31T00:00:00,779900,,,
Asia,Bhutan,2020-06-19T00:00:00,779900,,,
Asia,Bhutan,2020-06-28T00:00:00,779900,,,
Asia,Bhutan,2020-07-01T00:00:00,779900,,,
Asia,Bhutan,2020-09-12T00:00:00,779900,,,
Asia,Bhutan,2020-09-13T00:00:00,779900,,,
Asia,Bhutan,2020-09-23T00:00:00,779900,,,
Asia,Bhutan,2020-10-30T00:00:00,779900,,,
Asia,Bhutan,2020-12-04T00:00:00,779900,,,
Asia,Bhutan,2021-01-17T00:00:00,779900,,,
Asia,Bhutan,2021-04-02T00:00:00,779900,18758,453595,58.1606616
Asia,Bhutan,2021-04-22T00:00:00,779900,21,479354,61.463521
Asia,Bhutan,2021-05-03T00:00:00,779900,,480498,61.6102064
Asia,Bhutan,2021-07-04T00:00:00,779900,,482131,61.8195923
Asia,Bhutan,2021-07-12T00:00:00,779900,,482131,61.8195923
Asia,Bhutan,2021-08-02T00:00:00,779900,232,860125,110.2865752
Asia,Bhutan,2021-08-05T00:00:00,779900,452,861619,110.4781382
Asia,Bhutan,2022-01-09T00:00:00,779900,,862033,110.531222
Asia,Bhutan,2022-04-01T00:00:00,779900,,862033,110.531222
South America,Bolivia,2020-03-14T00:00:00,11832936,,,
South America,Bolivia,2020-03-17T00:00:00,11832936,,,
South America,Bolivia,2020-04-13T00:00:00,11832936,,,
South America,Bolivia,2020-07-09T00:00:00,11832936,,,
South America,Bolivia,2020-09-10T00:00:00,11832936,,,
South America,Bolivia,2020-11-17T00:00:00,11832936,,,
South America,Bolivia,2020-11-23T00:00:00,11832936,,,
South America,Bolivia,2021-03-10T00:00:00,11832936,7809,37383,0.3159233
South America,Bolivia,2021-04-20T00:00:00,11832936,19817,487705,4.1215891
South America,Bolivia,2021-08-31T00:00:00,11832936,51025,5911651,49.9592916
South America,Bolivia,2021-09-13T00:00:00,11832936,22928,6211159,52.4904301
South America,Bolivia,2021-10-22T00:00:00,11832936,50400,7331177,61.9556888
South America,Bolivia,2021-11-21T00:00:00,11832936,4284,8216010,69.4334018
South America,Bolivia,2021-12-21T00:00:00,11832936,47094,9273818,78.3729245
South America,Bolivia,2022-01-07T00:00:00,11832936,86178,10361441,87.5644134
South America,Bolivia,2022-01-15T00:00:00,11832936,27323,10940774,92.4603497
South America,Bolivia,2022-01-30T00:00:00,11832936,6346,11668955,98.6141985
South America,Bolivia,2022-03-19T00:00:00,11832936,8479,12846406,108.5648228
North America,Bonaire Sint Eustatius and Saba,2020-04-24T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-05-02T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-05-20T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-06-05T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-06-09T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-10-02T00:00:00,26445,,,
North America,Bonaire Sint Eustatius and Saba,2020-12-05T00:00:00,26445,,,
